10.099,5.28,3.565,5.28,35.65
10.199,5.1,3.595,5.1,35.95
10.299,4.905,3.625,4.905,36.25
10.399,4.725,3.655,4.725,36.55
10.499,4.515,3.685,4.515,36.85
10.599,4.29,3.71,4.29,37.1
10.699,4.035,3.74,4.035,37.4
10.799,3.75,3.77,3.75,37.7
10.899,3.45,3.8,3.45,38
10.999,3.18,3.83,3.18,38.3
11.099,2.925,3.86,2.925,38.6
11.199,2.67,3.89,2.67,38.9
11.299,2.415,3.915,2.415,39.15
11.399,2.175,3.945,2.175,39.45
11.499,1.935,3.975,1.935,39.75
11.599,1.695,4.005,1.695,40.05
11.699,1.455,4.035,1.455,40.35
11.799,1.2,4.06,1.2,40.6
11.899,0.945,4.09,0.945,40.9
11.999,0.69,4.12,0.69,41.2
12.099,0.45,4.15,0.45,41.5
12.199,0.21,4.18,0.21,41.8
12.299,0.015,4.205,0.015,42.05
12.399,-0.06,4.235,-0.06,42.35
12.499,-0.075,4.265,-0.075,42.65
12.599,-0.09,4.295,-0.09,42.95
12.699,-0.075,4.325,-0.075,43.25
12.799,-0.045,4.35,-0.045,43.5
12.899,0.15,4.38,0.15,43.8
12.999,0.36,4.41,0.36,44.1
13.099,0.495,4.44,0.495,44.4
13.199,0.615,4.47,0.615,44.7
13.299,0.81,4.5,0.81,45
13.399,1.14,4.525,1.14,45.25
13.499,1.575,4.555,1.575,45.55
13.599,1.98,4.585,1.98,45.85
13.699,2.31,4.615,2.31,46.15
13.799,2.625,4.645,2.625,46.45
13.899,2.955,4.67,2.955,46.7
13.999,3.33,4.7,3.33,47
14.099,3.705,4.73,3.705,47.3
14.199,4.095,4.76,4.095,47.6
14.299,4.47,4.785,4.47,47.85
14.399,4.845,4.815,4.845,48.15
14.499,5.22,4.845,5.22,48.45
14.599,5.595,4.875,5.595,48.75
14.699,5.985,4.905,5.985,49.05
14.799,6.39,4.93,6.39,49.3
14.899,6.765,4.96,6.765,49.6
14.999,7.155,4.99,7.155,49.9
15.099,7.56,5.02,7.56,50.2
15.199,7.935,5.05,7.935,50.5
15.299,8.34,5.075,8.34,50.75
15.399,8.73,5.105,8.73,51.05
15.499,9.105,5.135,9.105,51.35
15.599,9.495,5.165,9.495,51.65
15.699,9.855,5.195,9.855,51.95
15.799,10.215,5.22,10.215,52.2
15.899,10.53,5.25,10.53,52.5
15.999,10.77,5.28,10.77,52.8
16.099,10.905,5.31,10.905,53.1
16.199,10.95,5.34,10.95,53.4
16.299,10.98,5.365,10.98,53.65
16.399,11.025,5.395,11.025,53.95
16.499,11.04,5.425,11.04,54.25
16.599,11.025,5.45,11.025,54.5
16.699,10.95,5.48,10.95,54.8
16.799,10.815,5.51,10.815,55.1
16.899,10.635,5.54,10.635,55.4
16.999,10.455,5.57,10.455,55.7
17.099,10.29,5.595,10.29,55.95
17.199,10.125,5.625,10.125,56.25
17.299,9.915,5.655,9.915,56.55
17.399,9.705,5.68,9.705,56.8
17.499,9.45,5.71,9.45,57.1
17.599,9.195,5.74,9.195,57.4
17.699,8.925,5.77,8.925,57.7
17.799,8.625,5.8,8.625,58
17.899,8.31,5.825,8.31,58.25
17.999,7.98,5.855,7.98,58.55
18.099,7.635,5.885,7.635,58.85
18.199,7.275,5.915,7.275,59.15
18.299,6.945,5.94,6.945,59.4
18.399,6.675,5.97,6.675,59.7
18.499,6.57,6,6.57,60
18.599,6.585,6.03,6.585,60.3
18.699,6.585,6.055,6.585,60.55
18.801,6.495,6.085,6.495,60.85
18.899,6.315,6.115,6.315,61.15
18.999,6.165,6.14,6.165,61.4
19.099,6.12,6.17,6.12,61.7
19.199,6.3,6.2,6.3,62
19.299,6.585,6.23,6.585,62.3
19.399,6.855,6.255,6.855,62.55
19.499,7.05,6.285,7.05,62.85
19.599,7.23,6.315,7.23,63.15
19.699,7.485,6.34,7.485,63.4
19.799,7.845,6.37,7.845,63.7
19.899,8.295,6.4,8.295,64
19.999,8.82,6.43,8.82,64.3
